ID,biography,birthDate,contactDetails,culturalHeritage,deathDate,ethnicity,familyName,gender,individualName,occupation,sourceRecordLink,title,warning,workCount
KAFPD_P42592,"Production Designer, ""Broken"" (2017); Production Designer, ""Pulse"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Katelyn Collins,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P42610,"Cinematographer/Writer, ""Sensitive New Age Killer"" (2001); Cinematographer, ""The Miscarried"" (2002); Cinematographer/Director/Producer/Writer, ""A Bullet In The Arse"" (2003); Cinematographer/Writer, ""The 25th Reich"" (2012); Cinematographer/Writer, ""The Bbq"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,David Richardson,Cinematographer; Director; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P42645,"Executive Producer, ""Boar"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Dawn China,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42664,"Composer, ""Loyalty"" (2010); Composer, ""The Suicide Theory"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Rolf Meyer,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P42671,"Editor, ""Convict"" (2014). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Mic Gruchy,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P42674,"Director, ""The Final Winter"" (2007). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Screen Guide.",,,,,,,,Jane Forrest,Director,https://zenodo.org/records/11093655,,,
KAFPD_P42679,"Editor, ""Day Of The Panther"" (1988); Editor, ""Shame"" (1988); Editor, ""Strike Of The Panther"" (1988); Editor, ""Father"" (1990). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Kerry Regan,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P42686,"Composer, ""Harmony"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Tai Rotem,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P42705,"Composer, ""Fantasy Man"" (1984). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Adrian Payne,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P42710,"Production Designer, ""Suburban Mayhem"" (2006); Production Designer, ""Clubland"" (2007); Production Designer, ""Hey Hey It’s Esther Blueburger"" (2008); Production Designer, ""Prime Mover"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Nell Hanson,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P42727,"Editor, ""Little Sparrows"" (2011). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Fil Baker,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P42729,"Executive Producer/Producer, ""Pictocrime"" (2003). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Screen Guide.",,,,,,,,Luisa Clare,Executive Producer; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42753,"Costume Designer, ""Crushed"" (2015); Costume Designer, ""Reaching Distance"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book; The Screen Guide.",,,,,,,,Brodie Simpson,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P42758,"Executive Producer, ""Predestination"" (2014). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book.",,,,,,,,Matt Kennedy,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42775,"Composer, ""Arigato Baby"" (1990). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Peter Doyle,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P42785,"Production Designer, ""The Bit Part"" (1988). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book; The Screen Guide.",,,,,,,,Carole Harvey,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P42794,"Cinematographer, ""Travelling North"" (1987); Cinematographer, ""The Everlasting Secret Family"" (1988); Cinematographer, ""Offspring"" (1993). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book; The Screen Guide.",,,,,,,,Julian Penney,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P42801,"Composer, ""A Night Of Horror: Volume 1"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); Kinomatics Camera Department (KCD) Dataset; The Production Book; The Screen Guide.",,,,,,,,Steven Stergiu,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P42815,"Cinematographer, ""The Caterpillar Wish"" (2006); Cinematographer, ""The Boys Are Back"" (2009); Cinematographer, ""Bright Star"" (2009); Cinematographer, ""Last Ride"" (2009); Cinematographer, ""Lion"" (2016); Cinematographer, ""Mary Magdalene"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Greig Fraser,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P42826,"Executive Producer, ""Judy & Punch"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Ms Lucy Punch,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42829,"Costume Designer, ""Dark Phoenix"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Daniel Orlandi,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P42830,"Cinematographer, ""The Devil's Playground"" (1976); Cinematographer, ""The Chant Of Jimmie Blacksmith"" (1978); Cinematographer, ""The Clinic"" (1983); Cinematographer, ""Evil Angels"" (1988); Cinematographer, ""Japanese Story"" (2003); Cinematographer, ""The Eye Of The Storm"" (2011). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Ian Baker,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P42834,"Executive Producer, ""Charlotte Gray"" (2002). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Robert Bernstein,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42835,"Executive Producer, ""My Pet Dinosaur"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Faisal Toor,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42848,"Production Designer, ""Harbour Beat"" (1990); Production Designer, ""No Worries"" (1993). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Michael Bridges,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P42860,"Producer, ""The Wiggles Movie"" (1997). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book; The Screen Guide.",,,,,,,,NA,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42864,"Producer, ""Now And Forever"" (1983). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Carnegie Fieldhouse,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42868,"Producer, ""Aquamarine"" (2005). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Susan Cartsonis,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42870,"Director/Producer/Writer, ""Is This The Real World"" (2016). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book.",,,,,,,,Martin McKenna,Director; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P42879,"Executive Producer, ""Fink!"" (2005). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Byron Brimstone,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42888,"Editor, ""Screeemer"" (1996). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Bill Casner,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P42895,"Cinematographer, ""Godplex"" (2016). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Giles McNeill,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P42903,"Editor, ""Event Zero"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Joseph Morris,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P42913,"Costume Designer, ""Penelopa"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Ivana Zozoli,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P42921,"Executive Producer, ""The Dressmaker"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Production Book; The Screen Guide.",,,,,,,,Karl Engeler,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42922,"Executive Producer, ""Never Too Late"" (2020). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Patrick Hastings,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42932,"Costume Designer, ""Where The Green Ants Dream"" (1984). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Frances D. Hogan,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P42952,"Executive Producer, ""Seriously Red"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book; The Screen Guide.",,,,,,,,John Partridge,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42954,"Director/Writer, ""Dead Heart"" (1996). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Nick Parsons,Director; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P42957,"Producer, ""I Met A Girl"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Adam Dolman,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42974,"Executive Producer, ""Alex & Eve"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Bill Kritharas,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42989,"Executive Producer, ""Australia Day"" (2017); Executive Producer, ""A Perfect Pairing"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Tracey Robertson,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P42994,"Production Designer, ""Saving Grace"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Justine Scali,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P42999,"Editor, ""Epsilon"" (1997); Editor, ""The Quiet Room"" (1997); Editor, ""Dance Me To My Song"" (1998); Editor, ""The Sound Of One Hand Clapping"" (1998); Editor, ""The Tracker"" (2002); Editor, ""The 13th House"" (2003); Editor, ""Alexandra’s Project"" (2003); Editor, ""The Old Man Who Read Love Stories"" (2004); Editor, ""Ten Canoes"" (2006); Editor, ""Dr. Plonk"" (2007); Editor, ""The King Is Dead!"" (2012); Editor, ""Charlie's Country"" (2014); Editor, ""Tanna"" (2015); Editor, ""Monolith"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Tania Nehme,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P43032,"Producer, ""The Turning"" (2013); Producer, ""Bad Girl"" (2017); Producer, ""Slam"" (2019); Producer, ""The Furnace"" (2020); Producer, ""H Is For Happiness"" (2020). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Production Book.",,,,,,,,Tenille Kennedy,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43045_G,"Composer, ""Ricky! The Movie"" (2011). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Motivated Biscuits,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P43051,"Director/Executive Producer/Writer, ""Under The Lighthouse Dancing"" (1997). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Graeme Rattigan,Director; Executive Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43055,"Executive Producer, ""The Fringe Dwellers"" (1986). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Damien Nolan,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43061,"Director/Producer/Writer, ""Play It Safe"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Chris Pahlow,Director; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43065,"Executive Producer, ""The Legend Of Ben Hall"" (2016). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Jennifer Hall,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43093,"Writer, ""The Killing Of Angel Street"" (1981). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Cecil Holmes,Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43095,"Cinematographer, ""2067"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Earle Dresner,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P43101,"Director, ""Birth Of A Warrior"" (2011); Producer, ""Zoe’s Security Service"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Gordon Waddell,Director; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43102,"Executive Producer, ""Angel Of Mine"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Barry Brooker,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43103,"Director, ""Thank God He Met Lizzie"" (1997); Director, ""Clubland"" (2007). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Cherie Nowlan,Director,https://zenodo.org/records/11093655,,,
KAFPD_P43105,"Production Designer, ""Resistance"" (1996); Production Designer, ""Strange Fits Of Passion"" (2000); Production Designer, ""One Perfect Day"" (2004). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset.",,,,,,,,McGregor Knox / MacGregor Knox,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P43116,"Director/Writer, ""With Love To The Person Next To Me"" (1988); Director/Writer, ""Stan And George's New Life"" (1992). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Brian McKenzie,Director; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43118,"Producer, ""The Infinite Man"" (2014). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Sandy Cameron,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43137,"Director, ""The Turning"" (2013). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Shaun Gladwell,Director,https://zenodo.org/records/11093655,,,
KAFPD_P43144,"Executive Producer, ""Lady, Stay Dead"" (1981); Executive Producer, ""Brothers"" (1982). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book; The Screen Guide.",,,,,,,,Frank Wilkie,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43154,"Cinematographer, ""Burlesque"" (2010); Cinematographer, ""Plague"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Production Book; The Screen Guide.",,,,,,,,Tim Metherall,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P43161,"Executive Producer, ""Tomboys"" (2009). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Kristian Hakopian,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43166,"Producer, ""The Space Between"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book; The Screen Guide.",,,,,,,,Claudio Saraceni,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43172,"Composer, ""Streetsweeper"" (2007). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Matthew Dufty,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P43175,"Director/Editor/Executive Producer/Writer, ""Hotel Mumbai"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset.",,,,,,,,Anthony Maras,Director; Editor; Executive Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43184,"Executive Producer, ""Flotsam Jetsam"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Peter Teys,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43237,"Cinematographer, ""Son Of A Lion"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Haroon John,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P43248,"Executive Producer, ""Slam"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset.",,,,,,,,Alissar Gazal,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43273,"Director, ""Grievous Bodily Harm"" (1988); Director, ""Spotswood"" (1992); Director, ""Cosi"" (1996); Director/Producer, ""The Man Who Sued God"" (2001). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Mark Joffe,Director; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43280,"Executive Producer, ""Streamline"" (2021). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Angelica Nunez,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43281,"Production Designer, ""The Dead Speak Back"" (2013); Production Designer, ""Dawn"" (2014); Costume Designer, ""Inner Demon"" (2014); Production Designer, ""Rabbit"" (2017); Production Designer, ""Top End Wedding"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Amy Baker,Costume Designer; Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P43312,"Cinematographer, ""Gone"" (2007). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Ben Seresin,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P43315,"Composer, ""The Gates Of Hell"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Keith Moore,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P43340,"Editor, ""Contagion"" (1987); Editor, ""Vicious"" (1988). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Roy Mason,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P43348,"Executive Producer, ""Until The End Of The World"" (1992). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset.",,,,,,,,Kim Vecera,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43350,"Editor, ""Stir"" (1980); Editor, ""Winter Of Our Dreams"" (1981); Editor, ""Far East"" (1982); Editor, ""The Settlement"" (1984); Editor, ""The Boy Who Had Everything"" (1985); Editor, ""For Love Alone"" (1986); Editor, ""Travelling North"" (1987); Editor, ""Minnamurra"" (1989); Editor, ""The Crossing"" (1990); Editor, ""Gross Misconduct"" (1992); Editor, ""Over The Hill"" (1992); Editor, ""The Nostradamus Kid"" (1993); Editor, ""Spider & Rose"" (1994); Editor, ""Mushrooms"" (1995); Editor, ""Talk"" (1995); Editor, ""Dead Heart"" (1996); Editor, ""Kiss Or Kill"" (1997); Editor, ""In A Savage Land"" (1999); Editor, ""Cut"" (2000); Editor, ""The Nugget"" (2002); Editor, ""Footy Legends"" (2006); Editor, ""Lucky Miles"" (2007); Editor, ""Satellite Boy"" (2013). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Henry Dangar,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P43356,"Composer, ""Moon Rock For Monday"" (2021). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); Kinomatics Camera Department (KCD) Dataset.",,,,,,,,NA,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P43365,"Production Designer, ""Canopy"" (2014). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Tim Burgin,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P43383,"Executive Producer, ""Death Defying Acts"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Lucas Foster,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43385,"Composer, ""A Night Of Horror: Volume 1"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Sean Baillie,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P43389,"Writer, ""Babe: Pig In The City"" (1998); Writer, ""Cut"" (2000); Director/Writer, ""My Mother Frank"" (2000); Executive Producer, ""Right Here Right Now"" (2004); Director/Writer, ""Goddess"" (2013); Director, ""A Few Less Men"" (2017); Director, ""Never Too Late"" (2020). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Screen Guide.",,,,,,,,Mark Lamprell,Director; Executive Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43395,"Editor, ""Fistful Of Flies"" (1997); Editor, ""Saturday Night"" (1999). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,James Manche,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P43396,"Producer, ""Gabriel"" (2007); Producer, ""John Doe: Vigilante"" (2014); Executive Producer, ""Sweet River"" (2020); Producer, ""Ascendant"" (2021). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Kristy Vernon,Executive Producer; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43406,"Costume Designer, ""The Wiggles Movie"" (1997); Costume Designer, ""Ned"" (2003); Costume Designer, ""Peaches"" (2005); Costume Designer, ""A Heartbeat Away"" (2011). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Gwendolyn Stukely / Jack Stukely,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P43409,"Editor, ""The Tumbler"" (2010). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book; The Screen Guide.",,,,,,,,Philip Watts,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P43413,"Director/Editor/Producer/Writer, ""The Professional Idiot"" (2012); Cinematographer, ""Astro Loco"" (2021). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Nick McLean,Cinematographer; Director; Editor; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43416,"Writer, ""Babyteeth"" (2020). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book; The Screen Guide.",,,,,,,,Rita Kalnejais,Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43425,"Writer, ""6 Festivals"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Lou Sanz,Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43428,"Director/Writer, ""Family Demons"" (2009); Director/Writer, ""Inner Demon"" (2014). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Ursula Dabrowsky,Director; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43437,"Writer, ""Bodyjackers"" (2001). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Rodney Bren,Writer,https://zenodo.org/records/11093655,,,
KAFPD_P43466,"Director, ""Babyteeth"" (2020). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Shannon Murphy,Director,https://zenodo.org/records/11093655,,,
KAFPD_P43474,"Executive Producer, ""Dirt Music"" (2020). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book; The Screen Guide.",,,,,,,,Stephen Dailey,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43502,"Executive Producer/Producer, ""Unfinished Business"" (1986); Producer, ""Afraid To Dance"" (1988); Producer, ""Emma's War"" (1988); Producer, ""Frauds"" (1994); Producer, ""Paws"" (1997); Producer, ""Me Myself I"" (2000); Executive Producer, ""Thunderstruck"" (2004); Producer, ""Razzle Dazzle"" (2007); Executive Producer, ""Blessed"" (2009); Producer, ""Goddess"" (2013). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Andrena Finlay,Executive Producer; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P43503,"Cinematographer, ""Crash Test"" (2004). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Dave Peterson,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P43517,"Executive Producer, ""Hey Hey It’s Esther Blueburger"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Stephen Hays,Executive Producer,https://zenodo.org/records/11093655,,,
